,FO_ROW_ID,EVENT_ROW_ID_Begin,Begin,End,Fab300_Res_id,FACILITY,ResTk,Tool,User_id,WBS
586,10907,965243341,2023-01-22 12:23:00,2023-01-22 18:36:00,428,PLINE300,N/a,HELIOS1200,decler36,39320/36502
587,10907,965346125,2023-01-23 06:36:00,2023-01-23 10:00:00,429,PLINE300,N/a,HELIOS1200,michal78,39320/36502
588,10907,965399655,2023-01-23 10:41:00,2023-01-23 12:01:00,430,PLINE300,4233247,HELIOS1200,iraci88,37092/02172
590,10907,965568603,2023-01-23 18:44:00,2023-01-23 21:26:00,431,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
591,10907,965658385,2023-01-24 02:05:00,2023-01-24 05:55:00,432,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
592,10907,965686156,2023-01-24 06:33:00,2023-01-24 09:59:00,433,PLINE300,N/a,HELIOS1200,michal78,39320/36502
593,10907,965729202,2023-01-24 10:04:00,2023-01-24 12:03:00,434,PLINE300,4233248,HELIOS1200,vrancken,37092/02172
594,10907,965787586,2023-01-24 13:41:00,2023-01-24 18:46:00,435,PLINE300,N/a,HELIOS1200,rutkow29,39320/36502
595,10907,965903270,2023-01-24 19:53:00,2023-01-24 21:47:00,436,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
596,10907,965927487,2023-01-24 21:56:00,2023-01-24 22:04:00,437,PLINE300,N/a,HELIOS1200,lookma25,39320/36502
597,10907,965929594,2023-01-24 22:09:00,2023-01-25 02:06:00,438,PLINE300,N/a,HELIOS1200,derudd92,39320/36502
598,10907,965976981,2023-01-25 02:50:00,2023-01-25 06:00:00,439,PLINE300,N/a,HELIOS1200,vrebos45,39320/36502
599,10907,966009357,2023-01-25 06:24:00,2023-01-25 07:50:00,440,PLINE300,N/a,HELIOS1200,michal78,39320/36502
601,10907,966055656,2023-01-25 10:06:00,2023-01-25 12:54:00,441,PLINE300,N/a,HELIOS1200,gade18,39320/36502
603,10907,966221818,2023-01-25 19:28:00,2023-01-25 21:41:00,442,PLINE300,N/a,HELIOS1200,sainch77,39320/36502
604,10986,964107674,2023-01-18 16:11:00,2023-01-18 16:41:00,443,PLINE300,4232873,DNS_5,decost63,38199/01936
605,10986,966157535,2023-01-25 16:09:00,2023-01-25 16:57:00,444,PLINE300,4235526,DNS_5,decost63,31399/31519
607,10996,960401306,2023-05-01 07:06:00,2023-05-01 09:36:00,445,PLINE300,4220478,DNS_6,drent34,31199/31811
608,10996,960706027,2023-06-01 07:04:00,2023-06-01 09:27:00,446,PLINE300,4229035,DNS_6,drent34,31199/31811
609,10996,963705692,2023-01-17 13:00:00,2023-01-17 13:59:00,447,PLINE300,4231633,DNS_6,kim11,30990/01658
610,10996,964699184,2023-01-20 11:17:00,2023-01-20 11:29:00,448,PLINE300,4233428,DNS_6,patel41,30990/02250
615,11108,964650804,2023-01-20 07:48:00,2023-01-20 10:16:00,449,PLINE300,4230027,YS250,sterckxg,31199/31811
616,11146,962327068,2023-12-01 13:11:00,2023-12-01 16:06:00,450,PLINE300,4231119,XP8,kimura50,39423/01224
617,11146,963366041,2023-01-16 12:59:00,2023-01-16 15:50:00,451,PLINE300,4231620,XP8,kimura50,39423/01225
618,11146,964392029,2023-01-19 13:35:00,2023-01-19 15:25:00,452,PLINE300,4232583,XP8,kimura50,39423/01224
619,11146,964659060,2023-01-20 09:06:00,2023-01-20 16:14:00,453,PLINE300,4233735,XP8,kimura50,39423/01225
620,11146,965374234,2023-01-23 09:06:00,2023-01-23 16:21:00,454,PLINE300,4233737,XP8,kimura50,39423/01225
626,11926,959982096,2023-03-01 15:06:00,2023-03-01 19:35:00,455,PLINE300,N/a,HELIOS460,impagn97,42199/00160
627,11926,960405168,2023-05-01 07:31:00,2023-05-01 09:04:00,456,PLINE300,N/a,HELIOS460,billin72,39320/36502
628,11926,961399883,2023-09-01 16:21:00,2023-09-01 17:46:00,457,PLINE300,4229868,HELIOS460,carola29,42199/00160
625,11926,966033413,2023-01-25 08:21:00,2023-01-25 09:11:00,458,PLINE300,4234732,HELIOS460,vrancken,37092/02172
632,12107,962673333,2023-01-13 14:00:00,2023-01-13 17:19:00,459,PLINE300,4231782,NX3DM,vbelle62,36003/01224
633,12107,962936256,2023-01-14 13:44:00,2023-01-14 18:08:00,460,PLINE300,4232051,NX3DM,vbelle62,36003/01224
634,12107,963128664,2023-01-15 13:17:00,2023-01-15 18:28:00,461,PLINE300,4232121,NX3DM,vbelle62,36003/01224
636,12107,963648704,2023-01-17 09:22:00,2023-01-17 12:57:00,462,PLINE300,4232720,NX3DM,vbelle62,36003/01224
637,12107,963832468,2023-01-17 19:41:00,2023-01-17 21:01:00,463,PLINE300,4233093,NX3DM,nong52,36003/01224
638,12107,966150501,2023-01-25 15:48:00,2023-01-25 16:28:00,464,PLINE300,4235500,NX3DM,vbelle62,36003/01224
639,12113,961325024,2023-09-01 11:32:00,2023-09-01 14:19:00,465,PLINE300,4229445,VERSALIS,channa40,31499/01838
641,12113,963658956,2023-01-17 10:04:00,2023-01-17 14:41:00,466,PLINE300,4232506,VERSALIS,belov93,32099/01506
643,12686,960589733,2023-05-01 18:30:00,2023-05-01 18:59:00,467,PLINE300,4228737,LAM_E5_2,huang72,31199/01617
644,12686,961294449,2023-09-01 09:58:00,2023-09-01 10:35:00,468,PLINE300,4229585,LAM_E5_2,huang72,31199/01617
645,12686,963690233,2023-01-17 11:28:00,2023-01-17 11:31:00,469,PLINE300,4232070,LAM_E5_2,kam,31199/01617
646,12686,965762171,2023-01-24 11:40:00,2023-01-24 12:22:00,470,PLINE300,4234503,LAM_E5_2,wyndae43,32399/00879
647,12695,963660875,2023-01-17 10:11:00,2023-01-17 17:59:00,471,PLINE300,4232676,QUANTUMXP,geenen44,36004/01224
649,12927,961940729,2023-11-01 09:18:00,2023-12-01 06:50:00,472,PLINE300,4230002,EBEAM300,veenae54,31199/00653
650,12927,965024866,2023-01-21 08:56:00,2023-01-21 10:52:00,473,PLINE300,4232421,EBEAM300,akihid10,31199/01693
652,12949,962011904,2023-11-01 13:14:00,2023-11-01 17:48:00,474,PLINE300,4220346,MH300,talmel16,31499/02047
653,12949,962651051,2023-01-13 12:58:00,2023-01-13 17:49:00,475,PLINE300,4231187,MH300,talmel16,31499/01927
654,12949,964055596,2023-01-18 13:51:00,2023-01-18 16:54:00,476,PLINE300,4231459,MH300,talmel16,31499/02047
655,12949,964765989,2023-01-20 14:25:00,2023-01-20 16:17:00,477,PLINE300,4233998,MH300,parmenti,36003/36503
656,12949,966132678,2023-01-25 14:59:00,2023-01-25 17:04:00,478,PLINE300,4234174,MH300,perezl56,31499/01838
658,12955,961300778,2023-09-01 10:19:00,2023-09-01 10:20:00,479,PLINE300,4205835,KLA2925,moet12,32102/01048
666,13055,960760304,2023-06-01 11:00:00,2023-06-01 11:30:00,480,PLINE300,4229005,H6300,hillen84,31199/01680
671,13055,964375524,2023-01-19 12:33:00,2023-01-19 13:52:00,481,PLINE300,4232926,H6300,verdui16,31199/02197
672,13055,964791964,2023-01-20 15:24:00,2023-01-20 17:28:00,482,PLINE300,4232933,H6300,verdui16,31199/02197
673,13055,964923176,2023-01-20 22:51:00,2023-01-22 02:31:00,483,PLINE300,4232571,H6300,irutha45,98601/00962
675,13060,962277084,2023-12-01 10:14:00,2023-12-01 11:54:00,484,PLINE300,4231038,SPECTRA10K,hsingy35,30990/32063
677,13066,964107797,2023-01-18 16:11:00,2023-01-18 21:22:00,485,PLINE200,4233018,EXPERT1,tielens,98601/01944
681,13186,963725190,2023-01-17 14:15:00,2023-01-17 14:16:00,486,PLINE300,4232671,F_REX300X_1,pittev,31399/01183
683,13186,963778409,2023-01-17 16:50:00,2023-01-17 17:31:00,487,PLINE300,4232695,F_REX300X_1,nomura57,31399/01183
678,13186,966130441,2023-01-25 14:53:00,2023-01-25 17:46:00,488,PLINE300,4234979,F_REX300X_1,nomura57,31399/01183
686,13589,963276983,2023-01-16 09:22:00,2023-01-16 10:22:00,489,PLINE200,N/a,SAM_AW300,chen70,36671/01224
687,13589,963728355,2023-01-17 14:24:00,2023-01-17 17:34:00,490,PLINE200,4232526,SAM_AW300,chen70,31012/01506
689,13686,961621494,2023-10-01 09:23:00,2023-10-01 16:16:00,491,PLINE300,4229701,XP4_2,popovici,38199/00561
693,13686,962676785,2023-01-13 14:15:00,2023-01-13 15:37:00,492,PLINE300,N/a,XP4_2,chang92,30990/32063
694,13686,964002179,2023-01-18 10:29:00,2023-01-18 12:39:00,493,PLINE300,4232954,XP4_2,liang13,30990/32063
698,13809,960419467,2023-05-01 08:50:00,2023-05-01 09:54:00,494,PLINE300,4209180,SC1000,cloost23,31199/30079
699,13809,961022961,2023-07-01 09:02:00,2023-07-01 10:25:00,495,PLINE300,4228695,SC1000,wouter12,31199/30079
700,13809,961276510,2023-09-01 08:51:00,2023-09-01 09:54:00,496,PLINE300,4228836,SC1000,cloost23,31199/30079
701,13809,961920041,2023-11-01 08:00:00,2023-11-01 10:11:00,497,PLINE300,4219995,SC1000,dekeys25,31199/30079
702,13809,962245571,2023-12-01 08:06:00,2023-12-01 10:01:00,498,PLINE300,4219997,SC1000,cloost23,31199/30079
703,13809,962344698,2023-12-01 14:28:00,2023-12-01 16:48:00,499,PLINE300,4231438,SC1000,hofman72,31199/01706
705,13809,962422642,2023-12-01 18:04:00,2023-12-01 18:57:00,500,PLINE300,4228699,SC1000,lecocq91,31199/30079
706,13809,962575781,2023-01-13 08:36:00,2023-01-13 09:58:00,501,PLINE300,4219999,SC1000,maessc90,31199/30079
707,13809,962887485,2023-01-14 07:57:00,2023-01-14 10:59:00,502,PLINE300,4231261,SC1000,wouter12,31199/30079
708,13809,963090156,2023-01-15 08:00:00,2023-01-15 10:04:00,503,PLINE300,4228703,SC1000,le27,31199/30079
710,13809,964294942,2023-01-19 08:00:00,2023-01-19 10:10:00,504,PLINE300,4230108,SC1000,dekeys25,31199/30079
711,13809,964653080,2023-01-20 08:05:00,2023-01-20 10:03:00,505,PLINE300,4230110,SC1000,dekeys25,31199/30079
712,13809,964828450,2023-01-20 17:20:00,2023-01-20 19:12:00,506,PLINE300,4233119,SC1000,doms,31199/30079
713,13809,965197341,2023-01-22 08:01:00,2023-01-22 10:02:00,507,PLINE300,4233121,SC1000,le27,31199/30079
715,13809,965700344,2023-01-24 07:39:00,2023-01-24 09:44:00,508,PLINE300,4232357,SC1000,jacobs41,31199/01513
716,13810,960419455,2023-05-01 08:50:00,2023-05-01 09:54:00,509,PLINE300,4209181,TR1000,cloost23,31199/30079
717,13810,961022970,2023-07-01 09:02:00,2023-07-01 10:25:00,510,PLINE300,4228696,TR1000,wouter12,31199/30079
718,13810,961276505,2023-09-01 08:50:00,2023-09-01 09:54:00,511,PLINE300,4228837,TR1000,cloost23,31199/30079
719,13810,961920154,2023-11-01 08:01:00,2023-11-01 10:12:00,512,PLINE300,4219996,TR1000,dekeys25,31199/30079
720,13810,962245542,2023-12-01 08:06:00,2023-12-01 10:01:00,513,PLINE300,4219998,TR1000,cloost23,31199/30079
721,13810,962422274,2023-12-01 18:04:00,2023-12-01 18:57:00,514,PLINE300,4228700,TR1000,lecocq91,31199/30079
722,13810,962575720,2023-01-13 08:36:00,2023-01-13 09:59:00,515,PLINE300,4220000,TR1000,maessc90,31199/30079
723,13810,962887544,2023-01-14 07:58:00,2023-01-14 10:59:00,516,PLINE300,4231262,TR1000,wouter12,31199/30079
725,13810,964295001,2023-01-19 08:00:00,2023-01-19 10:10:00,517,PLINE300,4230109,TR1000,dekeys25,31199/30079
726,13810,964653115,2023-01-20 08:06:00,2023-01-20 10:03:00,518,PLINE300,4230111,TR1000,dekeys25,31199/30079
727,13810,965700321,2023-01-24 07:39:00,2023-01-24 09:44:00,519,PLINE300,4232358,TR1000,jacobs41,31199/01513
728,13810,965749468,2023-01-24 10:55:00,2023-01-24 11:04:00,520,PLINE300,4233826,TR1000,maessc90,31199/30079
729,14466,960464424,2023-05-01 11:17:00,2023-05-01 13:50:00,521,PLINE300,4228869,TEL_TACTRAS3,paolil45,31199/01988
730,14466,960743183,2023-06-01 10:15:00,2023-06-01 12:34:00,522,PLINE300,4229199,TEL_TACTRAS3,paolil45,31199/01988
731,14466,961317475,2023-09-01 11:07:00,2023-09-01 12:30:00,523,PLINE300,4229660,TEL_TACTRAS3,paolil45,31199/01988
732,14466,961385298,2023-09-01 15:39:00,2023-09-01 18:40:00,524,PLINE300,4228729,TEL_TACTRAS3,feurpr61,98601/00962
733,14466,961470268,2023-09-01 18:40:00,2023-09-01 19:35:00,525,PLINE300,4229522,TEL_TACTRAS3,feurpr61,31199/02273
734,14466,961629865,2023-10-01 10:04:00,2023-10-01 21:07:00,526,PLINE300,4229924,TEL_TACTRAS3,paolil45,31199/01988
735,14466,962077280,2023-11-01 17:22:00,2023-11-01 19:53:00,527,PLINE300,4231158,TEL_TACTRAS3,feurpr61,31199/02273
736,14466,962271895,2023-12-01 10:00:00,2023-12-01 15:47:00,528,PLINE300,4231040,TEL_TACTRAS3,paolil45,31199/01988
737,14466,963387208,2023-01-16 14:04:00,2023-01-16 16:05:00,529,PLINE300,4231898,TEL_TACTRAS3,paolil45,31199/01988
738,14466,963679072,2023-01-17 10:57:00,2023-01-17 12:25:00,530,PLINE300,4232337,TEL_TACTRAS3,vallat65,31199/01889
741,14466,964755239,2023-01-20 14:02:00,2023-01-20 16:28:00,531,PLINE300,4233594,TEL_TACTRAS3,paolil45,31199/01988
742,14466,965387232,2023-01-23 10:01:00,2023-01-23 12:15:00,532,PLINE300,4231390,TEL_TACTRAS3,feyena,36004/01221
744,14466,965836985,2023-01-24 15:36:00,2023-01-24 15:56:00,533,PLINE300,4234760,TEL_TACTRAS3,paolil45,31199/01988
745,14466,966056182,2023-01-25 10:09:00,2023-01-25 11:01:00,534,PLINE300,4235295,TEL_TACTRAS3,paolil45,31199/01988
746,14911,961755490,2023-10-01 17:29:00,2023-10-01 21:40:00,535,PLINE300,N/a,EXSOLVE,koryto87,42199/00160
747,14911,962127097,2023-11-01 20:11:00,2023-11-01 21:07:00,536,PLINE300,N/a,EXSOLVE,koryto87,42199/00160
748,14911,962351711,2023-12-01 14:49:00,2023-12-01 22:18:00,537,PLINE300,N/a,EXSOLVE,koryto87,42199/00160
749,14911,962736298,2023-01-13 17:05:00,2023-01-13 21:37:00,538,PLINE300,N/a,EXSOLVE,koryto87,42199/00160
