DATE_TIME_STAMP_Begin,DATE_TIME_STAMP_End,EVENT_ROW_ID_Begin,EVENT_ROW_ID_End,FO_ROW_ID,ResTk,USER_ID_Begin,USER_ID_End,WBS
2022-11-03 14:14:06,2022-11-03 14:55:32,946157497,946173911,20568,N/a,sterke41,sterke41,39320/36502
2022-11-03 11:13:16,2022-11-03 15:49:07,946105904,946190767,4419,4155415,wysock13,wysock13,97401/00942
2022-11-03 14:16:18,2022-11-03 16:38:15,946158497,946206565,10907,N/a,subedi56,subedi56,39320/36502
2022-11-03 16:09:43,2022-11-03 16:38:21,946199519,946206594,9666,4167772,renaud15,renaud15,31299/01861
2022-11-03 16:51:18,2022-11-03 16:51:30,946209890,946209951,19200,4167873,choudh58,choudh58,98850/02081
2022-11-03 15:15:10,2022-11-03 16:57:49,946180410,946212053,6277,4167994,homkar65,landsh18,30990/32063
2022-11-03 14:34:11,2022-11-03 17:03:37,946164540,946213365,264,N/a,gomezg80,gomezg80,39424/01222
2022-11-03 15:58:31,2022-11-03 17:04:35,946195568,946214067,13055,4167219,monter30,monter30,31299/31818
2022-11-03 15:16:34,2022-11-03 17:09:06,946180739,946214946,6653,4167853,lai86,lai86,39422/01221
2022-11-03 06:24:33,2022-11-03 17:19:47,946045404,946216677,13186,4167332,vdweeg61,pittev,31399/31519
2022-11-03 09:10:06,2022-11-03 17:39:53,946067647,946220791,2172,4167592,kim19,kim19,32005/01299
2022-11-03 17:21:06,2022-11-03 18:02:52,946216857,946239020,10907,N/a,dutrow20,dutrow20,39320/36502
2022-11-03 16:51:35,2022-11-03 18:07:28,946209972,946243484,19200,4167875,choudh58,choudh58,98850/02081
2022-11-03 14:10:31,2022-11-03 18:10:29,946157102,946245734,14921,N/a,martin29,martin29,42199/00160
2022-11-03 17:01:51,2022-11-03 21:11:46,946212984,946278863,3829,4167856,vanpuym,gooris43,98300/01158
2022-11-03 17:33:48,2022-11-03 21:31:34,946218936,946282635,4926,N/a,sterke41,sterke41,39320/36502
2022-11-03 20:32:06,2022-11-03 21:37:20,946271151,946283553,10907,N/a,dutrow20,dutrow20,39320/36502
2022-11-03 17:22:39,2022-11-03 21:39:36,946216949,946283893,12107,4167857,vbelle62,vbelle62,36003/01224
2022-11-03 20:17:05,2022-11-03 21:42:40,946268469,946284392,15148,N/a,claeseng,claeseng,31299/01861
2022-11-03 14:10:15,2022-11-03 21:43:25,946157071,946284430,20579,N/a,claeseng,subedi56,31299/02062
2022-11-03 20:00:02,2022-11-03 22:03:07,946266720,946286527,10087,4168187,gompou79,gompou79,36003/36503
2022-11-03 22:04:02,2022-11-04 01:55:55,946286650,946323863,20579,N/a,vrebos45,vrebos45,39320/36502
